Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,13013916,24,32,2008,2745,640,0,83.66666667,134.5286996,976,0,85.78125,220.240592,365.2244259,4.30308602,236616.6545,658160.6459,2471722,3,11100000,481890.6522,924039.722,2527194,501,13000000,419800.9355,836937.3884,2471722,3,0,776,1032,1.844179723,2.458906297,0,976,83.38596491,185.5048858,34412.06266,0,0,1,0,0,1,84.875,83.66666667,85.78125,776,24,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,12116949,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,392.2604609,4.374038382,233018.25,628921.7359,2436200,3,10100000,504539.5,892803.2257,2501532,302,12100000,390864.0645,780231.0518,2436200,3,0,680,1032,1.733109548,2.640928834,0,976,88.01851852,189.5902723,35944.47135,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,680,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
50419,135,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,88888.88889,14814.81481,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,7407.407407,7407.407407,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,20,1,6,1,6,1959,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116159721,23,19,703,6328,318,0,30.56521739,80.821254,1418,0,333.0526316,557.1439544,60.52872665,0.361571116,2833163.927,4478723.867,10000000,6,116000000,5279987.318,5003935.919,10000000,48,111000000,6151226.5,5024899.141,10000000,48,0,744,616,0.19800323,0.163567886,0,1418,163.5116279,399.716231,159773.0653,0,0,1,0,0,0,167.4047619,30.56521739,333.0526316,744,23,703,19,6328,29200,357,4,32,53793.75,60145.8095,244782,36275,9626179.0,1330548.96,10000000,5401139,BENIGN
53,96068,2,2,70,194,35,35,35.0,0.0,97,97,97.0,0.0,2748.053462,41.63717367,32022.66667,55458.82348,96061,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,40,64,20.81858683,20.81858683,35,97,59.8,33.95879857,1153.2,0,0,0,0,0,1,74.75,35.0,97.0,40,2,70,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,28210124,2,2,87,131,44,43,43.5,0.707106781,72,59,65.5,9.192388155,7.727722147,0.141793067,9403374.667,16200000.0,28100000,30597,28200000,28200000.0,0.0,28200000,28200000,28200000,28200000.0,0.0,28200000,28200000,0,72,52,0.070896533,0.070896533,43,72,52.2,12.98845641,168.7,0,0,0,0,0,1,65.25,43.5,65.5,72,2,87,2,131,-1,-1,1,32,30811.0,0.0,30811,30811,28100000.0,0.0,28100000,28100000,BENIGN
53,32739,4,4,136,520,34,34,34.0,0.0,130,130,130.0,0.0,20037.26442,244.3568832,4677.0,11740.88038,31287,4,32478,10826.0,18704.43081,32424,4,1402,467.3333333,763.8771716,1349,4,0,144,120,122.1784416,122.1784416,34,130,76.66666667,50.59644256,2560.0,0,0,0,0,0,1,86.25,34.0,130.0,144,4,136,4,520,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,273,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,1736263.736,14652.01465,91.0,73.61385739,176,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,40,40,7326.007326,7326.007326,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,1,126.0,30.0,207.0,40,2,60,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52033,951,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,51524.71083,4206.098843,317.0,536.9692729,937,1,951,475.5,671.0443353,950,1,0,0.0,0.0,0,0,0,60,20,3154.574132,1051.524711,6,31,11.0,11.18033989,125.0,0,0,0,1,0,0,13.75,14.33333333,6.0,60,3,43,1,6,1026,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5879522,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.040982243,0.680327414,1959840.667,3319960.649,5793079,191,5879522,2939761.0,4035201.013,5793079,86443,0,0.0,0.0,0,0,0,72,32,0.510245561,0.170081854,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,72,3,12,1,0,8192,5840,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,38248,4,4,132,196,33,33,33.0,0.0,49,49,49.0,0.0,8575.611797,209.1612633,5464.0,11571.1363,31032,3,38110,12703.33333,21997.62261,38104,3,7213,2404.333333,4080.423058,7116,48,0,128,128,104.5806317,104.5806317,33,49,40.11111111,8.432740427,71.11111111,0,0,0,0,0,1,45.125,33.0,49.0,128,4,132,4,196,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23388,1,1,39,126,39,39,39.0,0.0,126,126,126.0,0.0,7054.899949,85.51393877,23388.0,0.0,23388,23388,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,42.75696939,42.75696939,39,126,68.0,50.22947342,2523.0,0,0,0,0,0,1,102.0,39.0,126.0,32,1,39,1,126,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,96546,2,2,66,138,33,33,33.0,0.0,69,69,69.0,0.0,2112.982413,41.4310277,32182.0,55735.66294,96540,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,20.71551385,20.71551385,33,69,47.4,19.71801207,388.8,0,0,0,0,0,1,59.25,33.0,69.0,64,2,66,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43583,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,357,333,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,321,2,2,82,152,41,41,41.0,0.0,76,76,76.0,0.0,728971.9626,12461.05919,107.0,103.058236,226,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,60,80,6230.529595,6230.529595,41,76,55.0,19.17028951,367.5,0,0,0,0,0,1,68.75,41.0,76.0,60,2,82,2,152,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54671,4,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,4500000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,60,0,750000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,8.0,6.0,0.0,60,3,18,0,0,389,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116033393,18,16,1389,2394,435,0,77.16666667,164.6733844,796,0,149.625,320.6952603,32.60268361,0.293019097,3516163.424,4724083.513,9997113,16,116000000,6825493.706,4579645.345,10000000,23765,111000000,7387124.933,4520391.036,10000000,800,0,372,464,0.155127757,0.13789134,0,796,108.0857143,246.1572156,60593.37479,0,0,1,0,0,0,111.2647059,77.16666667,149.625,372,18,1389,16,2394,8192,292,17,20,96990.72727,236086.0113,808796,23485,9976363.727,58323.88933,9997113,9800578,BENIGN
53,192,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,916666.6667,20833.33333,64.0,26.85144316,95,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,64,64,10416.66667,10416.66667,36,52,42.4,8.76356092,76.8,0,0,0,0,0,1,53.0,36.0,52.0,64,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48771,2,2,64,328,32,32,32.0,0.0,164,164,164.0,0.0,8037.563306,82.0159521,16257.0,28112.92607,48719,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,40,64,41.00797605,41.00797605,32,164,84.8,72.29937759,5227.2,0,0,0,0,0,1,106.0,32.0,164.0,40,2,64,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60969,4,2,180,164,45,45,45.0,0.0,82,82,82.0,0.0,5642.211616,98.41066772,12193.8,16694.64419,30897,3,30905,10301.66667,17836.08187,30897,4,3,3.0,0.0,3,3,0,104,40,65.60711181,32.80355591,45,82,55.57142857,18.05415135,325.952381,0,0,0,0,0,0,64.83333333,45.0,82.0,104,4,180,2,164,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5507727,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.089378613,1101545.4,1700105.302,4008308,56,5507727,1835909.0,1938675.559,4008308,281762,1217657,1217657.0,0.0,1217657,1217657,0,136,80,0.726252409,0.363126204,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,136,4,0,2,0,29200,11584,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,277,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7220.216606,277.0,0.0,277,277,277,277.0,0.0,277,277,0,0.0,0.0,0,0,0,64,0,7220.216606,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,1901,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,83508399,8,5,415,11595,409,0,51.875,144.3155645,5792,0,2319.0,2423.629716,143.8178691,0.155672964,6959033.25,24100000.0,83400000,1,83400000,11900000.0,31500000.0,83400000,1,124681,31170.25,54408.82249,112357,168,0,252,168,0.095798747,0.059874217,0,5792,857.8571429,1759.571226,3096090.901,0,0,0,1,0,0,923.8461538,51.875,2319.0,252,8,415,5,11595,274,235,2,20,1974.0,0.0,1974,1974,83400000.0,0.0,83400000,83400000,DoS Hulk
80,99413685,8,5,367,11595,367,0,45.875,129.7540943,8688,0,2319.0,3774.237539,120.3254864,0.130766705,8284473.75,28700000.0,99400000,1,99400000,14200000.0,37600000.0,99400000,1,29459,7364.75,8866.472706,18248,84,0,264,168,0.080471818,0.050294886,0,8688,854.4285714,2382.343633,5675561.187,0,0,0,1,0,0,920.1538462,45.875,2319.0,264,8,367,5,11595,274,235,1,32,970.0,0.0,970,970,99400000.0,0.0,99400000,99400000,DoS Hulk
80,98333896,8,7,337,11595,337,0,42.125,119.1474926,5792,0,1656.428571,2118.227235,121.3416786,0.1525415,7023849.714,26300000.0,98300000,2,98300000,14000000.0,37200000.0,98300000,2,9595,1599.166667,2747.675411,6953,44,0,264,232,0.081355467,0.071186033,0,5792,745.75,1577.823163,2489525.933,0,0,0,1,0,0,795.4666667,42.125,1656.428571,264,8,337,7,11595,274,235,1,32,2000.0,0.0,2000,2000,98300000.0,0.0,98300000,98300000,DoS Hulk
80,98642520,9,4,331,11595,331,0,36.77777778,110.3333333,11584,0,2898.75,5790.168989,120.9012097,0.131789009,8220210.0,28500000.0,98600000,0,98600000,12300000.0,34900000.0,98600000,0,10216,3405.333333,4953.17235,9109,186,0,296,136,0.091238545,0.040550464,0,11584,851.8571429,3090.176616,9549191.516,0,0,0,1,0,0,917.3846154,36.77777778,2898.75,296,9,331,4,11595,251,235,1,32,1992.0,0.0,1992,1992,98600000.0,0.0,98600000,98600000,DoS Hulk
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85460294,10,7,359,11595,347,0,35.9,109.3378556,4344,0,1656.428571,1757.579003,139.8778244,0.198922789,5341268.375,21300000.0,85300000,2,85300000,9480401.333,28400000.0,85300000,2,149619,24936.5,54694.88785,136081,47,0,304,232,0.117013405,0.081909384,0,4344,664.1111111,1326.705113,1760146.458,0,0,0,1,0,0,703.1764706,35.9,1656.428571,304,10,359,7,11595,274,235,3,20,9079.0,0.0,9079,9079,85300000.0,0.0,85300000,85300000,DoS Hulk
80,65935592,7,6,321,11595,321,0,45.85714286,121.3265958,4344,0,1932.5,1754.831473,180.7218171,0.197162103,5494632.667,19000000.0,65800000,1,65900000,11000000.0,26900000.0,65800000,1,93397,18679.4,34754.2,80025,20,0,232,200,0.106164209,0.090997894,0,4344,851.1428571,1461.435746,2135794.44,0,0,0,1,0,0,916.6153846,45.85714286,1932.5,232,7,321,6,11595,251,235,1,32,1008.0,0.0,1008,1008,65800000.0,0.0,65800000,65800000,DoS Hulk
80,99417810,5,8,367,11595,355,0,73.4,157.4477691,4344,0,1449.375,1895.881019,120.3204939,0.130761279,8284817.5,28700000.0,99400000,2,99400000,24900000.0,49700000.0,99400000,1266,99400000,14200000.0,37600000.0,99400000,2,0,144,264,0.0502928,0.080468479,0,4344,854.8571429,1565.524235,2450866.132,1,0,0,0,0,1,920.6153846,73.4,1449.375,144,5,367,8,11595,0,235,2,20,10990.0,0.0,10990,10990,99400000.0,0.0,99400000,99400000,DoS Hulk
80,85646033,9,6,360,11595,354,0,40.0,117.7667186,4344,0,1932.5,1754.831473,139.5861499,0.17513946,6117573.786,22800000.0,85500000,1,85500000,10700000.0,30200000.0,85500000,1,169413,33882.6,68054.91059,155144,17,0,284,200,0.105083676,0.070055784,0,4344,747.1875,1390.377178,1933148.696,0,0,0,1,0,0,797.0,40.0,1932.5,284,9,360,6,11595,274,235,2,20,1959.0,0.0,1959,1959,85500000.0,0.0,85500000,85500000,DoS Hulk
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,7744936,8,6,510,11632,510,0,63.75,180.3122292,5840,0,1938.666667,2550.37524,1567.734065,1.807632755,595764.3077,1524833.673,4999578,4,2745358,392194.0,1036836.443,2743518,4,7744888,1548977.6,2266058.395,5001695,50,0,264,200,1.032933003,0.774699752,0,5840,809.4666667,1802.858756,3250299.695,0,0,1,0,0,0,867.2857143,63.75,1938.666667,264,8,510,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
80,10930608,5,4,345,3525,345,0,69.0,154.2886904,3525,0,881.25,1762.5,354.0516685,0.823375973,1366326.0,2541084.892,5927499,4,5930677,1482669.25,2964901.182,5930021,4,10900000,3643520.667,3188543.718,5927499,653,0,168,136,0.457431096,0.365944877,0,3525,387.0,1107.898912,1227440.0,0,0,1,0,0,0,430.0,69.0,881.25,168,5,345,4,3525,29200,235,1,32,699.0,0.0,699,699,5927499.0,0.0,5927499,5927499,DoS GoldenEye
80,11480771,8,5,380,11632,380,0,47.5,134.3502884,7288,0,2326.4,3351.290617,1046.271196,1.132328134,956730.9167,2255308.205,6474936,48,6479794,925684.8571,2448215.174,6477715,199,11500000,2870180.75,3367518.346,6474936,127,0,264,168,0.696817313,0.435510821,0,7288,858.0,2180.744121,4755644.923,0,0,1,0,0,0,924.0,47.5,2326.4,264,8,380,5,11632,29200,235,1,32,961.0,0.0,961,961,6474936.0,0.0,6474936,6474936,DoS GoldenEye
80,11872818,5,5,421,3525,421,0,84.2,188.2769237,2077,0,705.0,990.6447396,332.3558063,0.842260026,1319202.0,2657142.373,6863297,4,6868717,1717179.25,3433587.85,6867561,4,11900000,2968194.5,3509478.335,6863297,99,0,168,168,0.421130013,0.421130013,0,2077,358.7272727,719.1895565,517233.6182,0,0,1,0,0,1,394.6,84.2,705.0,168,5,421,5,3525,29200,235,1,32,911.0,0.0,911,911,6863297.0,0.0,6863297,6863297,DoS GoldenEye
80,5008443,8,8,374,11632,374,0,46.75,132.2289681,4344,0,1454.0,1725.027867,2397.152169,3.194605589,333896.2,1289581.983,4995454,1,12989,1855.571429,2113.093377,4989,1,5008283,715469.0,1889982.171,5001543,48,0,264,264,1.597302795,1.597302795,0,4344,706.2352941,1355.631565,1837736.941,0,0,1,0,0,1,750.375,46.75,1454.0,264,8,374,8,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
80,10509057,8,4,419,11632,419,0,52.375,148.1388707,11632,0,2908.0,5816.0,1146.725153,1.141872197,955368.8182,2127449.582,5503314,25,5507660,786808.5714,2080786.147,5505588,197,10500000,3503010.667,3043105.114,5503314,944,0,264,136,0.761248131,0.380624066,0,11632,927.0,3218.536262,10400000.0,0,0,1,0,0,0,1004.25,52.375,2908.0,264,8,419,4,11632,29200,235,1,32,969.0,0.0,969,969,5503314.0,0.0,5503314,5503314,DoS GoldenEye
80,12137359,9,6,814,11632,407,0,90.44444444,179.4701306,5792,0,1938.666667,2984.837059,1025.429008,1.235853698,866954.2143,2194433.577,6934748,17,7138002,892250.25,2442865.757,6935546,46,12100000,2427468.4,3304478.827,6934748,96,0,296,200,0.741512219,0.494341479,0,5792,777.875,1962.085587,3849779.85,0,0,1,0,0,0,829.7333333,90.44444444,1938.666667,296,9,814,6,11632,29200,235,2,32,201349.0,0.0,201349,201349,6934748.0,0.0,6934748,6934748,DoS GoldenEye
80,9590890,4,5,353,3525,353,0,88.25,176.5,2077,0,705.0,990.6447396,404.3420371,0.938390493,1198861.25,2222123.438,5003998,50,4586892,1528964.0,2647747.105,4586319,106,9590829,2397707.25,2773581.519,5005126,50,0,136,168,0.417062442,0.521328052,0,2077,387.8,747.6892997,559039.2889,0,0,1,0,0,1,430.8888889,88.25,705.0,136,4,353,5,3525,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
80,15977944,9,6,341,11632,341,0,37.88888889,113.6666667,5792,0,1938.666667,2544.918912,749.3454727,0.938794128,1141281.714,2872617.745,9974530,47,11000000,1371936.375,3494094.34,9976165,193,15000000,2996096.8,4462518.984,9974530,47,0,304,200,0.563276477,0.375517651,0,5792,748.3125,1752.909342,3072691.163,0,0,1,0,0,0,798.2,37.88888889,1938.666667,304,9,341,6,11632,29200,235,1,32,998518.0,0.0,998518,998518,9974530.0,0.0,9974530,9974530,DoS GoldenEye
80,2998578,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.666982817,2998578.0,0.0,2998578,2998578,2998578,2998578.0,0.0,2998578,2998578,0,0.0,0.0,0,0,0,64,0,0.666982817,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
80,51,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,32,32,19607.84314,19607.84314,0,8,5.333333333,4.618802154,21.33333333,0,1,0,1,0,1,8.0,8.0,0.0,32,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,100997402,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158419917,0.039604979,33700000.0,58300000.0,101000000,25,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,64,64,0.01980249,0.01980249,0,8,4.8,4.38178046,19.2,0,1,0,1,0,1,6.0,8.0,0.0,64,2,16,2,0,229,235,1,32,25.0,0.0,25,25,101000000.0,0.0,101000000,101000000,DoS slowloris
80,3002214,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999262544,1501107.0,710998.6969,2003859,998355,3002214,1501107.0,710998.6969,2003859,998355,0,0.0,0.0,0,0,0,120,0,0.999262544,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,120,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,103594074,15,3,2541,6,231,0,169.4,105.7374106,6,0,2.0,3.464101615,24.58634844,0.173755113,6093769.059,12900000.0,51300000,87,104000000,7399570.5,13900000.0,51300000,556,103000000,51300000.0,28100000.0,71200000,31400000,0,496,100,0.144795927,0.028959185,0,231,134.0526316,116.8034787,13643.05263,0,0,1,0,0,0,141.5,169.4,2.0,496,15,2541,3,6,29200,0,11,32,3705543.0,5239918.635,7410725,361,19200000.0,18800000.0,51300000,5770774,DoS slowloris
80,3002545,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999152386,1501272.5,710945.6639,2003987,998558,3002545,1501272.5,710945.6639,2003987,998558,0,0.0,0.0,0,0,0,120,0,0.999152386,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,120,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,102609848,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.82217886,0.165676105,6413115.5,13200000.0,51300000,58,103000000,7893060.769,14300000.0,51300000,693,103000000,51300000.0,27900000.0,71000000,31600000,0,456,100,0.136439146,0.02923696,0,231,141.5,115.4547276,13329.79412,0,0,1,0,0,0,149.8235294,181.5,2.0,456,14,2541,3,6,29200,0,11,32,3205616.5,4532777.206,6410774,459,19200000.0,18800000.0,51300000,5927136,DoS slowloris
80,103686683,15,3,2541,6,231,0,169.4,105.7374106,6,0,2.0,3.464101615,24.56438885,0.173599921,6099216.647,12900000.0,51300000,108,104000000,7406183.929,13900000.0,51300000,554,103000000,51300000.0,28000000.0,71200000,31500000,0,496,100,0.144666601,0.02893332,0,231,134.0526316,116.8034787,13643.05263,0,0,1,0,0,0,141.5,169.4,2.0,496,15,2541,3,6,29200,0,11,32,3707864.5,5243237.088,7415393,336,19300000.0,18800000.0,51300000,5869171,DoS slowloris
80,536096,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,430.8929744,11.19202531,107219.2,239282.693,535261,35,536096,178698.6667,308822.3749,535296,275,746,746.0,0.0,746,746,0,136,72,7.461350206,3.730675103,0,231,33.0,87.30979327,7623.0,0,0,1,0,0,0,38.5,57.75,0.0,136,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,45,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,32,32,22222.22222,22222.22222,0,8,5.333333333,4.618802154,21.33333333,0,1,0,1,0,1,8.0,8.0,0.0,32,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,28047362,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,8.521300506,0.249577839,4674560.333,11400000.0,28000000,17,28000000,9349104.0,16200000.0,28000000,181,28000000,14000000.0,19800000.0,28000000,704,0,136,104,0.142615908,0.106961931,0,231,29.875,81.31497402,6612.125,0,0,1,0,0,0,34.14285714,59.75,0.0,136,4,239,3,0,29200,235,2,32,721.0,0.0,721,721,28000000.0,0.0,28000000,28000000,DoS slowloris
80,63115124,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110908441,10500000.0,11900000.0,32100000,999447,63100000,10500000.0,11900000.0,32100000,999447,0,0.0,0.0,0,0,0,280,0,0.110908441,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7011389.0,0.0,7011389,7011389,18700000.0,12200000.0,32100000,8007924,DoS Slowhttptest
80,20999696,2,1,12,0,12,0,6.0,8.485281374,0,0,0.0,0.0,0.571436844,0.142859211,10500000.0,14800000.0,21000000,55,21000000,21000000.0,0.0,21000000,21000000,0,0.0,0.0,0,0,1,64,32,0.095239474,0.047619737,0,12,6.0,6.92820323,48.0,0,1,0,1,0,0,8.0,6.0,0.0,64,2,12,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
80,63143299,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110858953,10500000.0,11900000.0,32100000,999921,63100000,10500000.0,11900000.0,32100000,999921,0,0.0,0.0,0,0,0,280,0,0.110858953,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7015888.0,0.0,7015888,7015888,18700000.0,12200000.0,32100000,8015895,DoS Slowhttptest
80,63123506,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110893714,10500000.0,11900000.0,32100000,996108,63100000,10500000.0,11900000.0,32100000,996108,0,0.0,0.0,0,0,0,280,0,0.110893714,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7012057.0,0.0,7012057,7012057,18700000.0,12200000.0,32100000,8015915,DoS Slowhttptest
80,63123827,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11089315,10500000.0,11900000.0,32100000,996361,63100000,10500000.0,11900000.0,32100000,996361,0,0.0,0.0,0,0,0,280,0,0.11089315,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7012369.0,0.0,7012369,7012369,18700000.0,12200000.0,32100000,8015700,DoS Slowhttptest
80,108584852,4,3,363,0,351,0,90.75,173.5921945,0,0,0.0,0.0,3.343007734,0.064465714,18100000.0,44300000.0,109000000,40,109000000,36200000.0,62700000.0,109000000,778,109000000,54300000.0,76800000.0,109000000,5445,0,136,104,0.036837551,0.027628163,0,351,45.375,123.5625203,15267.69643,0,0,1,0,0,0,51.85714286,90.75,0.0,136,4,363,3,0,29200,235,2,32,5495.0,0.0,5495,5495,109000000.0,0.0,109000000,109000000,DoS Slowhttptest
80,108272215,7,3,529,0,520,0,75.57142857,196.0032799,0,0,0.0,0.0,4.88583336,0.092359799,12000000.0,33500000.0,101000000,48,108000000,18000000.0,40800000.0,101000000,522,101000000,50600000.0,71600000.0,101000000,1243,0,256,104,0.064651859,0.02770794,0,520,48.09090909,156.5378258,24504.09091,0,0,1,0,0,0,52.9,75.57142857,0.0,256,7,529,3,0,29200,235,2,32,7005210.0,0.0,7005210,7005210,101000000.0,0.0,101000000,101000000,DoS Slowhttptest
